SMILES,human,rat,mouse,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
N#CCC(c1c([nH]c2c1ccc(c2)Cl)c1ccccc1)c1ccccc1,1,0,1,356.85,26,21,0.09,4,1,1,107.56,39.58,3,5.74,6.53,4.42,6.73,5.29,-6,0.000355,9.95E-07,Poorly soluble,-6.34,0.000164,4.58E-07,Poorly soluble,-9.43,1.33E-07,3.73E-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-4.4,1,1,0,1,1,0.55,0,0,2,3.34
CC[C@@H]1CN(CCCNC(=O)C2CCN(CC2)Cc2nc(oc2C)c2ccccc2C)C[C@@H](C1)CC,-1,0,-1,494.71,36,11,0.67,11,5,1,155.76,61.61,5.54,5.23,4.52,3.2,5.78,4.85,-5.7,0.000982,1.99E-06,Moderately soluble,-6.27,0.000264,5.34E-07,Poorly soluble,-8.32,2.38E-06,4.81E-09,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.6,0,3,1,0,1,0.55,0,0,3,5.42
COc1ccc2cc1[C@@H](C)CN(C)C(=O)Nc1ccc(c(CN(C(=O)[C@@H]2Nc2ccc3c(c2)c(F)cnc3N)C)c1)S(=O)(=O)C1CC1,-1,0,-1,660.76,47,22,0.32,5,7,3,189.82,155.34,3.29,3.87,4.74,2.86,2.65,3.48,-6.39,0.000268,4.06E-07,Poorly soluble,-6.83,9.79E-05,1.48E-07,Poorly soluble,-9.84,9.49E-08,1.44E-10,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-7.58,2,3,1,1,2,0.17,0,0,2,6.75
COc1ccc2c(c1)[nH]c(n2)SCc1ccc(cc1)OCc1ccccc1,0,-1,-1,376.47,27,21,0.14,7,3,1,109.77,72.44,3.47,5.26,5.14,3.54,5.47,4.58,-5.6,0.000942,2.50E-06,Moderately soluble,-6.53,0.000111,2.95E-07,Poorly soluble,-8.67,7.98E-07,2.12E-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-4.86,0,0,0,0,1,0.55,0,0,2,2.87
OC(=O)[C@H](c1c(C)nc(c(c1c1ccc2c(c1C)CCCO2)C)c1ccc(c(c1)C)C)OC(C)(C)C,1,1,-1,487.63,36,18,0.42,6,5,1,145.99,68.65,4.33,6.79,6.9,3.94,8.34,6.06,-7.12,3.74E-05,7.67E-08,Poorly soluble,-8.04,4.46E-06,9.14E-09,Poorly soluble,-9.77,8.21E-08,1.68E-10,Poorly soluble,Low,No,Yes,No,No,No,No,No,-4.45,0,4,0,1,1,0.85,0,0,2,4.66
OC1=C(C2=NS(=O)(=O)c3c(N2)ccc(c3)NS(=O)(=O)C)C(=O)N(C2C1CCCC2)CCC(C)(C)C,0,-1,-1,524.65,35,6,0.57,6,7,3,145.86,162,1.88,2.27,3.86,0.95,1.27,2.05,-4.25,0.0292,5.57E-05,Moderately soluble,-5.31,0.00258,4.91E-06,Moderately soluble,-5.51,0.00161,3.07E-06,Moderately soluble,Low,No,Yes,No,No,No,No,Yes,-7.89,1,2,1,1,1,0.55,0,0,1,5.62
NC(=O)c1ccc2cc1NCCOCCNCCc1n2c2CC(C)(C)CC(=O)c2c1C,-1,0,-1,424.54,31,11,0.5,1,4,3,128.16,98.38,2.74,2.01,1.66,1.25,3.07,2.15,-3.94,0.0493,0.000116,Soluble,-3.7,0.0841,0.000198,Soluble,-6.45,0.000151,3.56E-07,Poorly soluble,High,No,Yes,No,No,No,Yes,No,-7.46,0,0,0,0,0,0.55,0,0,1,4.7
Cc1ccc(cc1c1nc2c(o1)cccn2)NC(=O)c1occc1C,0,-1,-1,333.34,25,20,0.11,4,5,1,93.65,81.16,2.93,3.65,4.16,1.6,3.88,3.24,-4.53,0.00974,2.92E-05,Moderately soluble,-5.04,0.00302,9.05E-06,Moderately soluble,-7.54,9.70E-06,2.91E-08,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-5.74,0,0,0,0,0,0.55,0,0,1,3.19
Clc1cc(OC2CCN(CC2)C(=O)CC(C(F)(F)F)C(F)(F)F)c(c(c1)Nc1nc2c(s1)CCC[C@@H]2O)C,-1,-1,0,585.99,38,11,0.58,9,10,2,135.26,102.93,3.8,6.23,8.53,3.62,6.67,5.77,-7.02,5.62E-05,9.59E-08,Poorly soluble,-8.18,3.89E-06,6.64E-09,Poorly soluble,-7.29,2.97E-05,5.07E-08,Poorly soluble,Low,No,Yes,No,No,No,Yes,Yes,-5.45,1,3,0,1,1,0.55,0,0,3,4.57
O=C(C1CNCC1c1ccccn1)Nc1cc2cc[nH]c(=O)c2cc1Cl,1,-1,-1,368.82,26,16,0.21,4,4,3,105.2,86.88,2.27,1.17,1.95,1.77,3.36,2.1,-3.06,0.325,0.000881,Soluble,-2.59,0.948,0.00257,Soluble,-7.02,3.55E-05,9.64E-08,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.72,0,0,0,0,0,0.55,0,0,1,3.3
Oc1ccc(cc1)c1nc(N2CCOCC2)c2c(n1)c1cccnc1o2,-1,-1,0,348.36,26,19,0.21,2,6,1,100.29,84.51,2.9,2.68,2.6,1.14,2.66,2.4,-4.1,0.0279,8.00E-05,Moderately soluble,-4.11,0.0272,7.82E-05,Moderately soluble,-5.93,0.000405,1.16E-06,Moderately soluble,High,No,Yes,Yes,No,Yes,Yes,Yes,-6.52,0,0,0,0,0,0.55,0,0,0,3.29
CCCCCn1c(nc2c1cc(C)cc2)c1ccc(cc1)NC(=O)Cc1ccc(cc1)S(=O)(=O)CC,-1,0,-1,503.66,36,21,0.31,11,4,1,147.33,89.44,3.53,5.57,7.07,4.34,5.92,5.29,-6.18,0.000335,6.65E-07,Poorly soluble,-7.21,3.11E-05,6.17E-08,Poorly soluble,-10.45,1.77E-08,3.52E-11,Insoluble,Low,No,Yes,No,Yes,Yes,Yes,Yes,-5.42,2,3,1,1,1,0.17,0,0,3,3.51
CC[C@@]1(OC(=O)CNC(=O)c2noc(c2c2ccc(cc2)CN2CCOCC2)c2cc(C(C)C)c(cc2O)O)C(=O)OCc2c1cc1c3nc4ccc(cc4c(c3Cn1c2=O)CC)O,1,-1,-1,869.91,64,33,0.33,13,14,4,238.9,215.78,5.47,4.95,5.22,1.61,7.3,4.91,-7.88,1.16E-05,1.33E-08,Poorly soluble,-9.22,5.25E-07,6.04E-10,Poorly soluble,-12.69,1.77E-10,2.03E-13,Insoluble,Low,No,Yes,No,No,Yes,No,No,-8.09,2,3,2,1,4,0.17,0,1,3,6.88
COc1cc2c(cc1OCCCN1CCCCC1)ncnc2N1CCN(CC1)C(=O)Nc1ccc(cc1)OC(C)C,-1,-1,1,562.7,41,16,0.52,12,7,1,172.65,92.29,5.44,4.61,3.7,2.85,3.55,4.03,-5.73,0.00105,1.86E-06,Moderately soluble,-6.27,0.0003,5.33E-07,Poorly soluble,-7.74,1.01E-05,1.80E-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.46,1,3,1,0,0,0.55,0,0,3,4.2
O=C1CC(CCN1C)c1ccc2c(c1)oc(=O)n2C(=O)NCCCCc1ccccc1,-1,-1,1,421.49,31,15,0.38,8,4,1,122.74,84.55,3.96,3.77,3.13,3.43,3.46,3.55,-4.66,0.00926,2.20E-05,Moderately soluble,-5.24,0.00243,5.77E-06,Moderately soluble,-6.8,6.60E-05,1.57E-07,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-6.19,0,0,0,0,0,0.55,0,0,3,4.26
Fc1ccc2c(c1)c(N1CCC3(CC1)CC(=O)c1c3cccc1)c(cn2)C(=O)N1CCN(CC1)S(=O)(=O)C,-1,0,-1,536.62,38,16,0.39,4,7,0,153.5,99.27,3.26,2.66,3.57,2.09,3.06,2.93,-4.89,0.00691,1.29E-05,Moderately soluble,-4.4,0.0216,4.02E-05,Moderately soluble,-7.47,1.81E-05,3.38E-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.68,1,2,0,0,0,0.55,0,0,1,4.02
C1/C=C/COCc2cc(ccc2OCCN2CCCC2)Nc2nc(c3cc(CO1)sc3)ccn2,-1,-1,0,478.61,34,17,0.38,4,6,1,141.79,96.98,4.06,3.48,3.96,1.92,4.51,3.59,-5.11,0.00375,7.84E-06,Moderately soluble,-5.2,0.00303,6.32E-06,Moderately soluble,-7.53,1.42E-05,2.96E-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,No,-6.75,0,1,0,0,0,0.55,0,1,1,5.49
O=C1COCCN1c1ccc(cn1)CO[C@@H]1COc2n(C1)cc(n2)[N+](=O)[O-],-1,-1,0,375.34,27,11,0.44,5,8,0,95.6,124.53,2.2,-0.12,-0.01,-0.74,-1.47,-0.03,-2.06,3.25,0.00865,Soluble,-2.04,3.41,0.00908,Soluble,-2.44,1.37,0.00366,Soluble,High,No,Yes,Yes,No,No,No,No,-8.67,1,0,0,0,0,0.55,0,2,1,3.85
C[C@@H]1CCN(C[C@@H]1N(c1ncnc2c1cc[nH]2)C)C(=O)C1Cc2c(O1)ccc(c2)Cl,0,-1,-1,425.91,30,15,0.41,4,4,1,120.52,74.35,3.09,4,2.91,2.41,2.91,3.06,-5.11,0.00333,7.82E-06,Moderately soluble,-5.26,0.00232,5.45E-06,Moderately soluble,-5.95,0.000473,1.11E-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-6.06,0,0,0,0,0,0.55,0,0,2,4.01
CCOC(=O)C1=C(CN2CCN(CC2)C(c2cccc(c2)[N+](=O)[O-])C(=O)O)NC(=NC1c1ccc(cc1Br)F)c1nccs1,1,-1,-1,687.54,44,17,0.31,11,11,2,180.73,181.42,4.15,1.56,2.55,1.94,3.34,2.71,-4.65,0.0156,2.26E-05,Moderately soluble,-4.98,0.0072,1.05E-05,Moderately soluble,-7.44,2.51E-05,3.66E-08,Poorly soluble,Low,No,Yes,No,No,Yes,No,Yes,-9.39,2,3,2,1,3,0.17,0,2,2,5.7
OCCONC(=O)c1c(Nc2ccc(cc2F)C#C)n(c2c1CCCC2=O)C,1,1,-1,385.39,28,11,0.3,7,5,3,101.03,92.59,3.02,2.51,2.56,1.91,2.86,2.57,-3.64,0.0884,0.000229,Soluble,-4.1,0.0306,7.94E-05,Moderately soluble,-5.01,0.00378,9.82E-06,Moderately soluble,High,No,Yes,No,No,Yes,No,No,-6.87,0,0,0,0,0,0.55,0,2,1,3.56
O=C1CCc2c(N1CCCN1CCN(CC1)c1ccccc1)cccc2,-1,-1,0,349.47,26,12,0.41,5,2,0,116.84,26.79,3.5,3.24,2.04,3.04,3.19,3,-4.06,0.0305,8.72E-05,Moderately soluble,-3.48,0.117,0.000334,Soluble,-5.93,0.000414,1.19E-06,Moderately soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-6.13,0,0,0,0,0,0.55,0,0,0,2.75
OC[C@H]1O[C@@H](Oc2cccc(c2c2cccc(c2)NS(=O)(=O)C)C)[C@@H]([C@H]([C@H]1O)O)NC(=O)C,-1,0,0,480.53,33,12,0.41,8,8,5,120.71,162.8,1.7,0.72,1.25,-0.67,0.12,0.62,-3.01,0.465,0.000968,Soluble,-3.72,0.0922,0.000192,Soluble,-4.29,0.0245,5.09E-05,Moderately soluble,Low,No,Yes,No,No,No,No,No,-8.72,0,1,1,1,1,0.55,0,0,2,5
CCn1c2ccc(cc2c2c1ccc(c2)OC(C)C)C(=O)NCc1ccc(cc1)S(=O)(=O)CC,-1,-1,0,478.6,34,19,0.3,9,4,1,137,85.78,4.17,4.79,6.25,3.58,4.9,4.74,-5.64,0.00108,2.27E-06,Moderately soluble,-6.32,0.000227,4.75E-07,Poorly soluble,-8.97,5.08E-07,1.06E-09,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-5.82,0,2,0,1,0,0.55,0,0,3,3.08
CCC(=O)c1ccc2c(c1)nc(o2)c1ccc(cc1)Cl,-1,-1,0,285.72,20,15,0.12,3,3,0,79.46,43.1,3.21,4.45,4.74,3.13,4.77,4.06,-4.77,0.00483,1.69E-05,Moderately soluble,-5.07,0.00241,8.43E-06,Moderately soluble,-6.78,4.71E-05,1.65E-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-4.88,0,0,0,0,0,0.55,0,0,1,2.65
CO/N=C(\c1ccc(cc1)c1ccc(cn1)c1ccc(cc1)/C(=N\OC)/N)/N,-1,-1,1,375.42,28,18,0.1,6,5,2,109.61,108.11,3.22,3.23,2.95,2.73,3.29,3.13,-4.2,0.0228,6.25E-05,Moderately soluble,-5.18,0.00242,6.63E-06,Moderately soluble,-6.32,0.000174,4.79E-07,Poorly soluble,High,No,No,No,Yes,Yes,No,No,-6.23,0,0,0,0,0,0.55,0,3,1,3.63
Fc1ccc(c(c1)c1ccccc1)OCCN1CCC(CC1)c1c[nH]c2c1cc(F)cc2,1,1,-1,432.5,32,21,0.26,6,4,1,128.17,28.26,4.29,6.12,6.83,4.96,6.85,5.81,-6.47,0.000148,3.41E-07,Poorly soluble,-6.5,0.000138,3.20E-07,Poorly soluble,-9.81,6.67E-08,1.54E-10,Poorly soluble,Low,No,Yes,Yes,Yes,No,Yes,No,-4.59,1,1,0,1,1,0.55,0,0,2,3.11
N#Cc1ncc(cc1Cl)N1C(=S)N(C2(C1=O)CCC2)c1ccc(nc1)OC1CCNCC1,-1,-1,0,468.96,32,12,0.41,4,6,1,134.11,126.47,3.14,2.71,2.05,0.81,3.55,2.45,-4.47,0.016,3.40E-05,Moderately soluble,-5.02,0.00449,9.57E-06,Moderately soluble,-5.98,0.000491,1.05E-06,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-7.24,0,1,0,0,0,0.55,0,1,1,4.02
O=C([C@@]1(CCCNC1)NC(=O)c1ccc2c(c1)n(C)c(c2C1CCCCC1)c1ccccn1)Nc1ccc2c(c1)c(C)c(s2)C(=O)O,1,-1,-1,649.8,47,24,0.35,9,6,4,191.32,153.59,3.82,4.22,6.43,3.32,6.75,4.91,-6.31,0.000317,4.88E-07,Poorly soluble,-7.16,4.54E-05,6.99E-08,Poorly soluble,-10.71,1.27E-08,1.96E-11,Insoluble,Low,No,No,Yes,No,No,No,No,-7.27,1,4,1,2,2,0.55,0,0,3,5.1
N#Cc1ncc(cc1C(F)(F)F)NC(=O)[C@](Cn1nc(c2c1ccc(c2)F)C)(O)C,-1,-1,0,421.35,30,15,0.26,6,9,2,98.08,103.83,2.43,2.31,4.54,1.5,3.28,2.81,-3.88,0.0553,0.000131,Soluble,-4.13,0.0313,7.44E-05,Moderately soluble,-6.04,0.000385,9.14E-07,Poorly soluble,High,No,Yes,No,No,Yes,No,Yes,-7.23,0,0,0,0,0,0.55,0,0,1,3.61
OC(=O)C[C@@H]1NC(=O)CNC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)[C@H](NC1=O)Cc1ccccc1)C(C)C,-1,-1,-1,574.63,41,6,0.5,9,8,8,166.08,247.2,0.84,-1.18,-4.42,-1.76,-0.54,-1.41,-2.17,3.85,0.00671,Soluble,-3.52,0.174,0.000303,Soluble,-5.29,0.00295,5.14E-06,Moderately soluble,Low,No,No,No,No,No,No,No,-10.64,3,4,1,1,2,0.17,0,2,2,5.44
Cc1ccnc(c1)NC(c1ccc2c(c1O)nccc2)c1ccc(cc1)[N+](=O)[O-],0,1,-1,386.4,29,22,0.09,5,5,2,113.63,103.86,2.56,4.47,4.24,2.01,2.1,3.08,-5.28,0.00201,5.21E-06,Moderately soluble,-6.37,0.000165,4.26E-07,Poorly soluble,-7.59,9.98E-06,2.58E-08,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-5.48,0,0,0,0,0,0.55,1,2,2,3.29
Clc1ccc(c(c1)Cl)[C@@]1(C)OC[C@H](O1)COc1ccc(cc1)N1CCNCC1,1,-1,-1,423.33,28,12,0.43,5,4,1,117.97,42.96,3.99,5.06,3.2,3.31,4.5,4.01,-5.64,0.000971,2.29E-06,Moderately soluble,-5.7,0.000837,1.98E-06,Moderately soluble,-7.15,3.02E-05,7.14E-08,Poorly soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-5.29,0,0,0,0,1,0.55,1,0,2,3.89
Fc1ccc2c(c1)onc2CCCN1CCC(C1)NS(=O)(=O)c1ccc2c(c1)cccc2,0,-1,-1,453.53,32,19,0.29,7,7,1,125.39,83.82,3.7,4.61,5.23,3.01,3.85,4.08,-5.53,0.00133,2.93E-06,Moderately soluble,-6.1,0.000364,8.03E-07,Poorly soluble,-8.66,9.83E-07,2.17E-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-5.79,0,0,0,0,0,0.55,0,0,2,4.22
Cc1ccc(cc1)NC(=O)c1cc(ccc1N1CCCCC1)c1cc2c(o1)ccc(c2)C(=O)O,0,-1,-1,454.52,34,21,0.21,6,4,2,137.24,82.78,3.41,5.68,5.78,3.81,5.1,4.76,-6.3,0.000229,5.04E-07,Poorly soluble,-7.18,2.98E-05,6.55E-08,Poorly soluble,-8.68,9.56E-07,2.10E-09,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,No,-5.04,0,2,0,0,1,0.56,0,0,2,3.57
CCOC(=O)C1=C(O)/C(=C\c2cc(n(c2C)c2ccc(cc2)C(F)(F)F)C)/N=C1C,1,1,1,418.41,30,11,0.27,6,7,1,111.72,63.82,4.01,4.77,5.97,2.75,5.64,4.63,-5.31,0.00203,4.85E-06,Moderately soluble,-5.84,0.000603,1.44E-06,Moderately soluble,-6.3,0.000209,4.99E-07,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-5.47,0,1,0,1,0,0.85,1,0,2,4.14
O=CNCc1ccc(cc1)c1n(C)nc2c1ncn(c2=O)CC1(O)CCN(CC1)Cc1ccc(cc1Cl)c1ccco1,-1,1,1,587.07,42,26,0.29,9,7,2,164.85,118.42,3.74,2.9,3.3,2.36,4.24,3.31,-5.17,0.00396,6.75E-06,Moderately soluble,-5.05,0.00526,8.97E-06,Moderately soluble,-9.26,3.23E-07,5.51E-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,No,-7.82,1,3,0,0,0,0.55,0,1,2,4.26
CCOc1cc(ccc1/C=C/C(=O)O)NC(=O)C1(CCC1)NC(=O)c1ccc2c(c1)n(C)c(c2C1CCCC1)c1ccc(cn1)Cl,-1,1,-1,641.16,46,21,0.33,12,6,3,180.66,122.55,4.56,6.42,7.04,3.39,6.63,5.61,-7.41,2.52E-05,3.93E-08,Poorly soluble,-8.79,1.05E-06,1.63E-09,Poorly soluble,-10.02,6.18E-08,9.64E-11,Insoluble,Low,No,No,No,No,No,Yes,No,-5.65,1,4,1,1,2,0.56,0,1,3,4.57
O=C(c1cc(cc(c1F)C)n1nccn1)NNS(=O)(=O)c1ccccc1,1,0,0,375.38,26,17,0.06,6,7,2,89.89,114.36,1.65,2.5,2.84,1.19,0.53,1.74,-3.83,0.0555,0.000148,Soluble,-4.55,0.0107,2.84E-05,Moderately soluble,-5.66,0.000825,2.20E-06,Moderately soluble,High,No,No,No,No,No,No,No,-6.81,0,0,0,0,0,0.55,0,0,1,2.86
Clc1ccc2c(c1)C(=NCc1n2c(C)nn1)c1ccccc1,-1,-1,1,308.76,22,17,0.12,1,3,0,90.65,43.07,2.46,2.12,3.05,3.17,4.16,2.99,-3.6,0.0783,0.000254,Soluble,-2.66,0.682,0.00221,Soluble,-6.64,7.01E-05,2.27E-07,Poorly soluble,High,Yes,Yes,Yes,No,No,No,No,-6.68,0,0,0,0,0,0.55,0,0,0,3.33
OC(=O)[C@H](c1c(C)nc(c(c1N1CCC(CC1)(C)C)c1ccc(cc1)OCCc1scnc1C)C)OC(C)(C)C,-1,0,-1,565.77,40,17,0.53,10,6,1,166.73,113.02,4.45,6.9,6.61,2.82,8.14,5.78,-7.35,2.53E-05,4.47E-08,Poorly soluble,-9.08,4.65E-07,8.23E-10,Poorly soluble,-9.27,3.03E-07,5.36E-10,Poorly soluble,Low,No,Yes,No,No,No,No,Yes,-4.85,1,4,0,1,1,0.56,0,0,3,5.18
CC[C@@H]1C(=O)N(C)c2c(N1C1CCCC1)nc(nc2)Nc1cc2CCN(c2cc1OC)C(=O)CN1CCCC1,0,0,-1,533.67,39,12,0.59,8,6,1,166.09,94.14,5.09,3.82,2.19,2.31,2.28,3.14,-5.26,0.00297,5.56E-06,Moderately soluble,-5.49,0.00172,3.22E-06,Moderately soluble,-6.04,0.000491,9.20E-07,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.84,1,3,0,0,0,0.55,0,0,3,4.77
Fc1ccc(c(c1)F)Oc1ccc(cc1c1cc(c2n1cc[nH]c2=O)C)CS(=O)(=O)C,-1,0,0,444.45,31,21,0.14,5,6,1,113.59,89.02,3.06,3.08,5.99,3.12,4.7,3.99,-4.71,0.00872,1.96E-05,Moderately soluble,-4.62,0.0107,2.42E-05,Moderately soluble,-8.31,2.17E-06,4.89E-09,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-6.82,0,1,0,1,0,0.55,0,0,1,3.46
NC(=O)Cn1ncc(c1)CN1CCN(CC1)c1ncc(c(c1)C(=O)Nc1ccc2c(c1)c1c(CC2)c(nn1c1ccc(cc1)F)C(=O)N)Cl,1,-1,-1,683.13,49,28,0.24,10,8,3,187.4,170.29,3.04,2.67,2.5,2.11,2.46,2.55,-5.52,0.00206,3.02E-06,Moderately soluble,-5.9,0.000864,1.26E-06,Moderately soluble,-8.92,8.27E-07,1.21E-09,Poorly soluble,Low,No,Yes,No,Yes,Yes,Yes,Yes,-8.57,2,3,1,1,2,0.17,0,0,2,4.78
O=C(CN1CCN(CC1)C(=O)C1CCCCC1)NCCC(C)(C)C,-1,0,-1,337.5,24,0,0.89,8,3,1,105.78,52.65,3.45,3.04,1.5,1.85,2.55,2.48,-3.32,0.162,0.000479,Soluble,-3.81,0.0521,0.000154,Soluble,-3.44,0.122,0.000362,Soluble,High,Yes,No,No,No,No,Yes,No,-6.2,0,0,0,0,0,0.55,0,0,1,2.79
COC(=O)c1ccc(c(c1)Cl)CN1CCC(CC1)(O)Cn1cnc2c(c1=O)nn(c2c1ccc(cc1)CN)C,-1,0,0,551.04,39,21,0.36,8,8,2,152.94,128.5,3.51,1.75,2.04,1.82,3.17,2.46,-4.23,0.0325,5.90E-05,Moderately soluble,-4.07,0.0474,8.60E-05,Moderately soluble,-7.29,2.82E-05,5.12E-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-8.42,1,2,0,0,0,0.55,0,0,2,3.99
COc1ccc2c(n1)c(CC[C@@]1(O)CO[C@H]3[C@@H]1OC[C@@H]3NCc1ncc3c(c1)OCCO3)c(cn2)F,0,-1,0,498.5,36,16,0.48,7,11,2,124.51,117.08,3.47,0.63,1.83,-0.05,3.26,1.83,-3.19,0.319,0.000639,Soluble,-2.66,1.08,0.00217,Soluble,-6.86,6.82E-05,1.37E-07,Poorly soluble,High,No,No,No,No,No,Yes,Yes,-8.89,0,1,0,0,1,0.55,0,0,1,5.07
O=C(c1ccc(cc1)c1ccc2c(n1)Oc1c([C@@H]2C(C(=O)Nc2scnn2)(C)C)cccc1F)N1CCOCC1,0,-1,-1,559.61,40,23,0.28,7,8,1,151.02,134.78,3.34,3.87,4.96,2.92,5.35,4.09,-5.71,0.00109,1.94E-06,Moderately soluble,-6.4,0.000224,4.00E-07,Poorly soluble,-8.87,7.55E-07,1.35E-09,Poorly soluble,Low,No,Yes,No,Yes,Yes,Yes,Yes,-6.97,1,2,0,1,0,0.55,0,0,2,4.63
C1CCC(NC1)CC(C1CCCCC1)C1CCCC1,0,0,-1,263.46,19,0,1,4,1,1,89.01,12.03,3.83,6.26,4.52,4.54,4.68,4.77,-5.15,0.00185,7.03E-06,Moderately soluble,-6.3,0.000132,5.01E-07,Poorly soluble,-4.14,0.0191,7.26E-05,Moderately soluble,High,Yes,No,No,No,Yes,Yes,No,-3.46,1,0,0,0,2,0.55,0,0,1,2.99
CCCC[C@@H]1OC(=O)c2c1cccc2,-1,1,-1,190.24,14,6,0.42,3,2,0,54.99,26.3,2.47,2.8,2.76,2.73,3.23,2.8,-2.9,0.238,0.00125,Soluble,-3.01,0.186,0.000979,Soluble,-3.95,0.0213,0.000112,Soluble,High,Yes,No,Yes,No,No,No,No,-5.47,0,0,0,0,1,0.55,0,0,1,2.51
CC(CN1[C@H](C)CN(C[C@@H]1C)CCSC(c1ccc(cc1)F)c1ccc(cc1)F)O,0,0,0,434.59,30,12,0.5,8,5,1,128.95,52.01,4.66,4.73,4.32,4.2,5.03,4.59,-5.28,0.00227,5.22E-06,Moderately soluble,-5.55,0.00122,2.81E-06,Moderately soluble,-6.69,8.83E-05,2.03E-07,Poorly soluble,High,Yes,No,No,No,No,Yes,Yes,-5.59,1,0,0,0,0,0.55,0,0,3,4.31
Fc1ccc(c(c1)F)c1ccc(cc1)CNS(=O)(=O)c1cc2c([nH]1)ccc(c2)Cl,1,1,-1,432.87,29,21,0.05,5,5,2,109.04,70.34,2.79,5.3,7.01,4.02,5.48,4.92,-6.07,0.00037,8.54E-07,Poorly soluble,-6.53,0.000128,2.96E-07,Poorly soluble,-9.77,7.44E-08,1.72E-10,Poorly soluble,Low,No,No,Yes,Yes,Yes,Yes,Yes,-5.18,0,1,0,1,1,0.55,0,0,2,3.02
Clc1ccc(cc1)CNCc1nnc(o1)c1cc(c(cc1Cl)SCc1ccccc1)S(=O)(=O)N,0,-1,-1,535.47,34,23,0.13,9,7,2,134.02,144.79,3.61,4.14,5.9,3.59,4.73,4.4,-5.67,0.00113,2.12E-06,Moderately soluble,-6.89,6.93E-05,1.29E-07,Poorly soluble,-10.37,2.27E-08,4.25E-11,Insoluble,Low,No,No,Yes,Yes,Yes,No,Yes,-6.63,1,3,1,2,0,0.55,0,0,3,3.91
COc1ccc(cn1)n1[nH]c2c(c1=O)cnc1c2ccc(c1)Br,-1,-1,1,371.19,23,19,0.06,2,4,1,91.18,72.8,2.48,3.09,3.03,2.74,3.2,2.91,-4.57,0.0101,2.71E-05,Moderately soluble,-4.29,0.0192,5.17E-05,Moderately soluble,-6.37,0.00016,4.31E-07,Poorly soluble,High,Yes,No,Yes,No,Yes,No,No,-6.37,0,0,0,0,0,0.55,0,0,1,2.78
CN1CCN(CC1)C(=O)c1ccc(cc1)/C=C/1\SC(=S)N(C1=O)c1cccc(c1)OC(F)(F)F,0,-1,0,507.55,34,12,0.26,6,7,0,139.08,110.48,3.98,4.99,4.39,2.37,4.7,4.09,-6,0.000513,1.01E-06,Moderately soluble,-7.05,4.53E-05,8.92E-08,Poorly soluble,-5.76,0.000882,1.74E-06,Moderately soluble,High,No,No,No,Yes,Yes,No,Yes,-5.85,1,2,0,0,0,0.55,1,2,2,3.73
